0.03117,1
0.3117,0.981166149336966
0.5576603,0.945482580329069
0.8434254,0.921837768179742
1.1754371,0.847540816202874
1.5611797,0.795510913554937
2.0093486,0.739347970601936
2.5300466,0.694180246631622
3.1350113,0.61919652257164
3.8378801,0.586644807972032
4.6544971,0.524345749811391
5.6032706,0.467935726074017
11.2030496,0.313142216167397
13.2116036,0.282866386909235
15.5452106,0.271691573201074
18.2564736,0.2364017617927
21.4065136,0.219061757250615
25.0663366,0.184121746719696
46.6670686,0.108675033636529
54.4149146,0.0908531926133682
63.4166276,0.0812360218306254
73.8751266,0.0683221093006146
86.0261686,0.0519853793027119
100.1436676,0.0446737402467921
116.5458576,0.0359916734520134
135.6024776,0.0305078639229257
157.7431276,0.0228439606263907
183.4668776,0.0177189650053124
213.3536176,0.0139979875365239
248.0770576,0.0104068271555761
296.5597876,0.0070288960191497
347.3976476,0.0049486686485793
403.5821776,0.0034932436475029
465.6756776,0.0024829804278848
534.2996176,0.0017597034765887
610.1407976,0.0012518006047316
693.9582576,8.88282803024382E-4
786.5908876,6.28872583285022E-4
888.9657676,4.48166081962578E-4
1002.1074876,3.21612447379011E-4
1127.1484876,2.29963704271185E-4
1265.3400876,1.65056543076781E-4
1418.0654876,1.17845426774152E-4
1586.8531876,8.590776508234E-5
1773.3922876,6.18770284643764E-5
2018.4597876,4.32178920505956E-5
2269.3335876,3.08379653811448E-5
2546.5919876,2.22242356243259E-5
2853.0099876,1.62087408280978E-5
3191.6541876,1.1934085074414E-5
3565.9138876,8.81654985371814E-6
3979.5348876,6.58231909924951E-6
4436.6566876,4.99047553414262E-6
4941.8544876,3.75735541896675E-6
5500.1843876,2.90759364884924E-6
6117.2343876,2.2263175632458E-6
6799.1800876,1.74537625887019E-6
7552.8465876,1.35525539628941E-6
8385.7769876,1.06739208982491E-6
9306.3073876,8.45961531995163E-7
10323.6507876,6.61948953085133E-7
11447.9887876,5.19694909515452E-7
12690.5747876,4.25680803411254E-7
14063.8447876,3.36523345680618E-7
15581.5427876,2.84568627101454E-7
17258.8587876,2.27488404698141E-7
19812.4597876,1.546898300449E-7
22031.0317876,1.22517553294733E-7
24434.3817876,9.76862877981594E-8
27037.8997876,7.96657471544661E-8
29858.2577876,6.47523472322961E-8
32913.5147876,5.28075920472082E-8
36223.2347876,4.3204391875418E-8
39808.6127876,3.58989530417055E-8
43692.6057876,2.97537201726157E-8
47900.0847876,2.53346541718954E-8
52457.9927876,2.17169402572808E-8
57395.5147876,1.77715348915581E-8
62744.2697876,1.48309523400854E-8
68538.5057876,1.26166748468577E-8
74815.3267876,1.09625003458676E-8
81614.9267876,9.20004695031217E-9
88980.8447876,7.98562770616842E-9
96960.2487876,7.03646347904882E-9
105604.2297876,5.58823629112139E-9
114968.1497876,4.76754799287809E-9
125111.9597876,3.93531313973874E-9
136100.6197876,3.23816564313982E-9
148004.4897876,2.69020674838255E-9
160899.7997876,2.04967628107602E-9
174869.1297876,1.70557709877941E-9
