time_s,PL_norm,QFLS_eV,tau_diff_s
1e-11,1,1.48975439667579,2.96946105953921e-09
1.04138789330504e-11,0.999721281913246,1.48974720474685,2.9928505637521e-09
1.08448874432232e-11,0.999435555530232,1.48973982989702,3.03534182516939e-09
1.12937344876285e-11,0.999141870795877,1.48973224743751,3.0694060849021e-09
1.17611583656179e-11,0.998839035943682,1.48972442640256,3.09771930702745e-09
1.22479279331978e-11,0.998526527105088,1.48971635304008,3.12289605386889e-09
1.27548438677049e-11,0.998203589805525,1.48970800761339,3.14542640839076e-09
1.3282739984824e-11,0.997869733854223,1.48969937718532,3.16666123966969e-09
1.38324846101145e-11,0.997524427250338,1.48969044771099,3.18638663920473e-09
1.44049820073016e-11,0.997167084014666,1.4896812037196,3.20564857196232e-09
1.50011738656809e-11,0.996797353685687,1.48967163580313,3.22466262666585e-09
1.56220408490841e-11,0.996414662302108,1.48966172874082,3.24298887234229e-09
1.6268604208953e-11,0.996018518088253,1.48965146940469,3.26113218554007e-09
1.69419274641751e-11,0.995608425597327,1.48964084453697,3.27894283563215e-09
1.76431181504442e-11,0.995183817592514,1.48962983898204,3.29657734603064e-09
1.8373329642023e-11,0.994744197459717,1.48961843937409,3.31410944463508e-09
1.91337630489055e-11,0.994288977719993,1.48960662994865,3.33119819590715e-09
1.99256691924976e-11,0.993817527052093,1.48959439375564,3.34803888170248e-09
2.07503506630683e-11,0.993329264020387,1.48958171508839,3.36536529670414e-09
2.16091639623535e-11,0.992823727096631,1.48956858130366,3.38329409829355e-09
2.25035217348387e-11,0.992300341328298,1.4895549767604,3.40124407586397e-09
2.34348950913879e-11,0.9917584365719,1.48954088328371,3.41848279647035e-09
2.44048160290451e-11,0.991197158333277,1.48952627783417,3.43590476840711e-09
2.54148799509844e-11,0.990616067579051,1.48951114811186,3.45424782288334e-09
2.64667482907563e-11,0.990014520606521,1.4894954764238,3.47240210140226e-09
2.75621512451456e-11,0.9893916663999,1.48947923959564,3.49023638112501e-09
2.87028906201371e-11,0.988746757977819,1.48946241707435,3.50859652415646e-09
2.98908427946697e-11,0.988079198868932,1.48944499214566,3.52737586722686e-09
3.11279618070533e-11,0.987388165276269,1.48942694207028,3.54591353007992e-09
3.24162825691271e-11,0.986672758398232,1.48940824204128,3.56481114977114e-09
3.37579242134442e-11,0.985932335619806,1.48938887383764,3.5836734543706e-09
3.51550935789901e-11,0.985165787370832,1.48936880690582,3.60217466620587e-09
3.66100888411661e-11,0.984372269147214,1.48934801749156,3.62160551861817e-09
3.81253032920124e-11,0.983551171727844,1.48932648787897,3.64203134265604e-09
3.97032292768848e-11,0.982701653533292,1.48930419413271,3.66297093759705e-09
