Time (s),PL (norm.),QFLS (eV),tau_diff(s)
1.0000016051066756,8.647363982898978e+32,1.4015874605640974,2.0538860709154876e-06
1.0000016116113724,8.592849108744282e+32,1.4014239743355619,2.0602746994240537e-06
1.0000016181160691,8.538844869699247e+32,1.4012609935807616,2.0666725056216575e-06
1.000001624620766,8.485345851975599e+32,1.4010985179973494,2.0729877100608326e-06
1.0000016555227869,8.237846410012827e+32,1.4003332842826162,2.102865006409905e-06
1.0000016864248078,8.00094660228359e+32,1.399578975580808,2.1331834632189394e-06
1.0000017173268287,7.774068095108454e+32,1.3988353387806953,2.1637527970568458e-06
1.0000017653217623,7.440368543051082e+32,1.397701172461116,2.2116849561220185e-06
1.000001813316696,7.127717906076478e+32,1.3965914079267654,2.2592371647623276e-06
1.0000018613116295,6.834237565952903e+32,1.395504471650054,2.306525160826867e-06
1.0000019008084808,6.606063149931042e+32,1.394626648492268,2.3455719249532516e-06
1.0000019403053322,6.389073815012785e+32,1.3937632620230809,2.3845577771874163e-06
1.0000019798021835,6.1825666632810036e+32,1.39291390642514,2.4236084168141753e-06
1.0000020192990349,5.98587461056823e+32,1.392078116688483,2.462569185843356e-06
1.000002085206949,5.6778915712345495e+32,1.3907126022274663,2.5276862129355063e-06
1.0000021511148633,5.393016316066812e+32,1.3893819189053405,2.5930094298226814e-06
1.0000022170227776,5.12899540158811e+32,1.3880843271871157,2.658325876297133e-06
1.0000022829306918,4.8838448091964294e+32,1.3868182219468286,2.7233828415134137e-06
1.0000023808759202,4.550671116599614e+32,1.3849916404337623,2.819945544783252e-06
1.0000024788211486,4.250347293093262e+32,1.3832266886233073,2.916940468385239e-06
1.000002576766377,3.978729089929227e+32,1.381519533784904,3.014231394941801e-06
1.0000026747116053,3.7322961822622495e+32,1.3798666518286535,3.1116987874555777e-06
1.0000027726568337,3.508037091734865e+32,1.3782647430463422,3.2088527600776306e-06
1.0000028990061316,3.247343758003264e+32,1.3762685471549916,3.334180002770334e-06
1.0000030253554295,3.0146266511328207e+32,1.3743462315111068,3.4597313929191964e-06
1.0000031517047274,2.80599293524563e+32,1.372492235841302,3.5859625478024424e-06
1.0000032553082272,2.650676524178392e+32,1.371020213609353,3.690258379838841e-06
1.0000033330676736,2.5424252103946757e+32,1.3699423182454478,3.7671596666898958e-06
1.00000341082712,2.4406131600983508e+32,1.368885810369026,3.844810000594318e-06
1.0000034263790094,2.4209893942641754e+32,1.3686771151003045,3.860969913827038e-06
1.0000034419308987,2.4016053362463468e+32,1.3684693016677498,3.876711288856008e-06
1.000003457482788,2.382451073448107e+32,1.3682622976314107,3.891834210472154e-06
1.0000034730346774,2.363522948375025e+32,1.3680560961000132,3.907040520385021e-06
1.000003504138456,2.3263341502549392e+32,1.3676461101449349,3.9377529771971205e-06
1.0000035352422347,2.2900137483777495e+32,1.3672393218768524,3.968647840498311e-06
1.0000035663460134,2.2545360415752776e+32,1.3668356942909181,3.999320531639292e-06
1.0000036221417299,2.1929150598206106e+32,1.3661192992552535,4.05426756174322e-06
1.0000036779374464,2.133780588989857e+32,1.365412625837684,4.1097436340673056e-06
1.0000037337331629,2.0770029151047277e+32,1.364715440333188,4.165547070081387e-06
1.0000038339265258,1.9806031329172422e+32,1.3634868835141711,4.2662824619682035e-06
1.0000039341198887,1.8907738913216334e+32,1.3622870041961603,4.366597792002724e-06
1.0000040343132517,1.806912853831418e+32,1.3611142366630264,4.4664119634788595e-06
1.0000041345066146,1.7285029640887706e+32,1.3599673806177428,4.5662038364254e-06
1.0000042346999776,1.6550815427719187e+32,1.3588453071818751,4.665947424232448e-06
1.0000043348933405,1.5862336484287817e+32,1.3577469538620521,4.765755385077722e-06
1.0000044350867034,1.5215900211373394e+32,1.3566713822393883,4.865501478443868e-06
1.0000045655940066,1.4431450216062864e+32,1.3553030608946004,4.995325290672091e-06
1.0000046961013098,1.3706050810830544e+32,1.3539698610383766,5.125331752659458e-06
1.000004826608613,1.3033944924572629e+32,1.352670065055512,5.255573285973411e-06
1.0000049571159162,1.241007583222916e+32,1.3514021150581774,5.3859779894475395e-06
1.0000050876232194,1.182993693541404e+32,1.3501644890570321,5.5160216311906294e-06
1.0000052575638378,1.113350481631722e+32,1.3485959968691261,5.6852530385779515e-06
1.0000054275044563,1.0496768348181784e+32,1.347073590623374,5.85484944814892e-06
1.0000055974450748,9.913094355034925e+31,1.345594631954876,6.024580731606958e-06
1.0000057673856932,9.37677544363936e+31,1.344156783546709,6.194231190558696e-06
1.0000059373263117,8.882786719799293e+31,1.3427577117348697,6.364301923515203e-06
1.0000061072669302,8.426885826467313e+31,1.3413956732280796,6.533803813891816e-06
1.0000062446684796,8.083347247141186e+31,1.3403197226006545,6.671354622271791e-06
1.0000063510255113,7.831694107730453e+31,1.3395021277947945,6.778814499831277e-06
1.000006457382543,7.591639418462092e+31,1.3386973530110235,6.885150989777123e-06
1.0000065637395745,7.362426936792849e+31,1.337904814603754,6.990929344833247e-06
1.0000066700966062,7.143431499842032e+31,1.337124208446717,7.0970310814897455e-06
1.0000067900121026,6.908033434127225e+31,1.336257986341685,7.216816545971454e-06
1.000006909927599,6.684081335983966e+31,1.3354060350785861,7.336652331233368e-06
1.0000070298430954,6.470841341944743e+31,1.334567877361165,7.45645026978585e-06
1.0000071497585918,6.267642683233727e+31,1.3337430799802041,7.5759749565151216e-06
1.0000073444507136,5.957551278607241e+31,1.3324313801020786,7.770128637067649e-06
1.0000075391428354,5.669916387497754e+31,1.3311521390706553,7.964800291516633e-06
1.0000077338349571,5.4026159121062205e+31,1.3299037656709074,8.159356548282417e-06
1.0000079285270789,5.153775383767132e+31,1.328684794490344,8.352966876504982e-06
1.0000082371557657,4.793128445141441e+31,1.3268094023633303,8.659312101981908e-06
1.0000085457844525,4.4689994185988975e+31,1.3249993469216408,8.96695945217572e-06
1.0000088544131394,4.176650414743815e+31,1.3232503987899231,9.275490427555085e-06
1.0000091630418262,3.912084127479659e+31,1.3215587266135131,9.584552922109442e-06
1.000009471670513,3.6718919632440033e+31,1.3199207243656448,9.892764987551596e-06
1.000009845605253,3.40938180947503e+31,1.3180031989549819,1.0265868217217234e-05
1.0000102195399931,3.1740451899110195e+31,1.3161542287275625,1.0639465226138889e-05
1.0000105934747332,2.9622435920741354e+31,1.314368961045516,1.1013711186702768e-05
1.0000109674094733,2.770976735004736e+31,1.312643482240224,1.138858945155896e-05
1.000011261416623,2.633292263662694e+31,1.3113259861452875,1.1682518173158632e-05
1.0000115554237727,2.505614949255243e+31,1.3100411738285618,1.1977145253591751e-05
1.0000118494309225,2.3870194211901164e+31,1.3087876921972958,1.2271691155485884e-05
1.0000121434380722,2.276641999349783e+31,1.307563804171339,1.2564872806507851e-05
1.000012437445222,2.1737394759555973e+31,1.3063681280855397,1.2858940932281436e-05
1.0000127314523717,2.077666625094722e+31,1.305199572507821,1.3153451150606452e-05
1.0000130254595214,1.9878240084972583e+31,1.304056832368293,1.3447005528296723e-05
1.0000133194666712,1.9036800999242767e+31,1.3029387334498288,1.3740852843393583e-05
1.0000136483977349,1.815727960798208e+31,1.3017159180766906,1.4069538501565812e-05
1.0000139773287986,1.7337264338286483e+31,1.3005212563087611,1.4399720832198266e-05
1.0000143062598623,1.6571760123760947e+31,1.2993538731378158,1.4728782496909864e-05
1.000014635190926,1.5855684021649508e+31,1.2982119827676495,1.5055476729424145e-05
1.0000149011167605,1.5310105835058132e+31,1.2973068118913602,1.532324607711441e-05
1.000015167042595,1.4792353993000703e+31,1.2964174677642013,1.559159203679312e-05
1.0000154329684294,1.430043906767316e+31,1.2955431821784982,1.585532220105753e-05
1.000015698894264,1.3832519862350812e+31,1.2946831734598525,1.611888928357618e-05
1.0000160290153355,1.3282950327026495e+31,1.2936351467981524,1.645080124856927e-05
1.000016359136407,1.276559473210512e+31,1.2926081475221547,1.6781730821047644e-05
1.0000166892574787,1.227783323423476e+31,1.2916010396103597,1.711016756224882e-05
1.0000170193785503,1.181746149309631e+31,1.29061308586291,1.7439987567640028e-05
1.0000173494996218,1.1382528184437732e+31,1.2896437079807184,1.7771521424163856e-05
1.0000176796206934,1.0971212920997182e+31,1.2886922689293479,1.8102126725173653e-05
1.000018009741765,1.0581775219663452e+31,1.2877579715805183,1.8430548547821713e-05
1.0000184341434393,1.0110811078869048e+31,1.286581028615606,1.8853786472660628e-05
1.0000188585451135,9.670621502379829e+30,1.2854303314119184,1.9279240997475095e-05
1.0000192829467878,9.258588885761846e+30,1.2843047548385567,1.9703864242381704e-05
1.000019707348462,8.872322056294226e+30,1.2832031119089755,2.012662252279299e-05
