QFLS_eV,alpha_10000_mu_1_csv_alpha_1e_04,alpha_50000_mu_1_csv_alpha_5e_04,alpha_100000_mu_1_csv_alpha_1e_05,alpha_500000_mu_1_csv_alpha_5e_05,alpha_1e_06_mu_1_csv_alpha_1e_06
0.9,NaN,NaN,NaN,NaN,NaN
0.902311693371607,NaN,NaN,NaN,NaN,-0.445150865874744
0.904623386743215,NaN,NaN,NaN,NaN,-0.447558712987236
0.906935080114822,NaN,NaN,NaN,NaN,-0.448654628186277
0.90924677348643,NaN,NaN,NaN,NaN,-0.446738676297192
0.911558466858037,NaN,NaN,NaN,NaN,-0.446443040279071
0.913870160229644,NaN,NaN,NaN,NaN,-0.451805893245034
0.916181853601252,NaN,NaN,NaN,NaN,-0.458814983048084
0.918493546972859,NaN,NaN,NaN,NaN,-0.468509469895981
0.920805240344467,NaN,NaN,NaN,NaN,-0.479613019538193
0.923116933716074,NaN,NaN,NaN,NaN,-0.48836804409427
0.925428627087681,NaN,NaN,NaN,NaN,-0.492188414235503
0.927740320459289,NaN,NaN,NaN,NaN,-0.495030085472451
0.930052013830896,NaN,NaN,NaN,NaN,-0.495278347195504
0.932363707202504,NaN,NaN,NaN,NaN,-0.495263124569211
0.934675400574111,NaN,NaN,NaN,NaN,-0.496615213979789
0.936987093945718,NaN,NaN,NaN,NaN,-0.499946681993548
0.939298787317326,NaN,NaN,NaN,-0.504545599598784,-0.502998199214116
0.941610480688933,NaN,NaN,NaN,-0.507920172828265,-0.506286360954469
0.943922174060541,NaN,NaN,NaN,-0.509270682030086,-0.508700503106761
0.946233867432148,NaN,NaN,NaN,-0.509600380764702,-0.508172242250775
0.948545560803756,NaN,NaN,NaN,-0.509214629550019,-0.507830872633542
0.950857254175363,NaN,NaN,NaN,-0.508312164255403,-0.507906118107055
0.95316894754697,NaN,NaN,-0.473163937915274,-0.506984001379956,-0.507462793694282
0.955480640918578,NaN,NaN,-0.475130737642726,-0.505500539790704,-0.508244372199483
0.957792334290185,NaN,NaN,-0.473962278994189,-0.505373353522382,-0.510461888824849
0.960104027661792,NaN,NaN,-0.471399855265602,-0.50552518986462,-0.513343107452656
0.9624157210334,-0.12504799133265,-0.205906632023143,-0.469204463557313,-0.506511009547828,-0.517584244805902
0.964727414405007,-0.136660913412191,-0.213543183363209,-0.468337648864609,-0.507414658263878,-0.521869301348801
0.967039107776615,-0.136623558525591,-0.212988378422462,-0.468629266232175,-0.508185710620723,-0.521705663150183
0.969350801148222,-0.135416695282189,-0.212054395989364,-0.469377605951682,-0.508380228362425,-0.519565533549453
0.97166249451983,-0.132271968808756,-0.210309501478922,-0.470461019873703,-0.507792223245682,-0.515518614338802
0.973974187891437,-0.128737825371223,-0.208596145483077,-0.472370864615584,-0.507064519746566,-0.50927125025524
0.976285881263044,-0.12476543171709,-0.206473962994756,-0.473600045504166,-0.506246701864658,-0.504645142328405
0.978597574634652,-0.122415076281279,-0.20486345919169,-0.473970923100747,-0.506751243168007,-0.505196542040236
