QFLS_eV,alpha_1e+04_to_5e+04,alpha_5e+04_to_1e+05,alpha_1e+05_to_5e+05,alpha_5e+05_to_1e+06
0.9,NaN,NaN,NaN,NaN
0.902311693371607,-0.132606089426782,-0.408006766843281,-0.494490062415525,-0.518823705105936
0.904623386743215,-0.1329221274542,-0.412200442998522,-0.493192692020436,-0.517406135684077
0.906935080114822,-0.131497059788642,-0.410347213945742,-0.495555342227405,-0.516886174679583
0.90924677348643,-0.129942956301108,-0.406415652828587,-0.498745279540603,-0.516682319881368
0.911558466858037,-0.127869626416941,-0.401683610157827,-0.502834345085157,-0.516803028052233
0.913870160229644,-0.126443637019116,-0.39791866612934,-0.50576442193932,-0.517390175099329
0.916181853601252,-0.125872543344272,-0.395274832255379,-0.507205419410003,-0.518340882282625
0.918493546972859,-0.127811728400958,-0.39191041518657,-0.506373112344367,-0.519220030072802
0.920805240344467,-0.131092044654958,-0.389340679530167,-0.504899435995352,-0.519624915084358
0.923116933716074,-0.133794051987842,-0.387880152642615,-0.502179557518831,-0.519802753438597
0.925428627087681,-0.136303870670126,-0.388493765494933,-0.50076910146997,-0.519218015603006
0.927740320459289,-0.135191672985966,-0.389256397205114,-0.501172276394215,-0.519218091881099
0.930052013830896,-0.132630554619371,-0.391402231798636,-0.501473503533446,-0.519172521211233
0.932363707202504,-0.128448419112235,-0.392566157202446,-0.503183940273487,-0.519364209763996
0.934675400574111,-0.123830600978768,-0.393794568557842,-0.504787891591299,-0.519713325604293
0.936987093945718,-0.120743012472099,-0.393876538139243,-0.506296601242762,-0.520216901460244
0.939298787317326,-0.120832307120284,-0.392879605240776,-0.506671618415238,-0.520626108574811
0.941610480688933,-0.122549491983342,-0.392347082527224,-0.506891483362273,-0.520793030370018
0.943922174060541,-0.124651429431441,-0.391010390689481,-0.505569355068143,-0.520836518005838
0.946233867432148,-0.125684739673094,-0.391078859958911,-0.505130301986473,-0.520764362177955
0.948545560803756,-0.124401685265639,-0.391140331365715,-0.5056120693031,-0.520990600415877
0.950857254175363,-0.122638146601675,-0.391914826786299,-0.505453129881499,-0.521101660727624
