Time (s),PL (norm.),QFLS (eV),tau_diff(s)
1.0000667473180527,1.1446049474955313e+25,0.9326428074841638,6.684037584381553e-05
1.0000689919846366,1.071461101896431e+25,0.9309357025589294,6.908541266544272e-05
1.0000712366512206,1.0051078338548507e+25,0.9292830894989841,7.133404192505588e-05
1.0000734813178045,9.447408034906266e+24,0.9276818913745092,7.358489322261484e-05
1.0000752839293872,9.001097508023619e+24,0.926430860494333,7.538638756179807e-05
1.0000770865409698,8.585664488931008e+24,0.9252093329442292,7.719240189299371e-05
1.0000788891525525,8.198389708539044e+24,0.9240161507104264,7.89994241700045e-05
1.0000806917641352,7.836730777173946e+24,0.9228498569094022,8.079917791577414e-05
1.0000824943757178,7.498467399071734e+24,0.9217092306042768,8.260183345583346e-05
1.0000842969873005,7.181657120598339e+24,0.920593281718563,8.440727677027321e-05
1.0000860995988832,6.884511576313771e+24,0.9195009227992332,8.620922566789904e-05
1.0000879022104658,6.60542469861733e+24,0.9184311320570835,8.800875072468077e-05
1.0000901857027316,6.275609079188309e+24,0.9171070259804835,9.029238289070731e-05
1.0000924691949973,5.969906874638899e+24,0.9158160472992661,9.257986525461615e-05
1.000094752687263,5.68601765061243e+24,0.9145565552750541,9.486544762665195e-05
1.0000970361795287,5.421908718296481e+24,0.9133270247926334,9.71379904719009e-05
1.0001007979378977,5.025273655641529e+24,0.9113631759158543,0.00010087273506711414
1.0001045596962668,4.6705620906263605e+24,0.9094708701822536,0.00010462358616272282
1.0001083214546358,4.3521033143672006e+24,0.9076452679693067,0.00010838637447710598
1.0001120832130048,4.065154315814802e+24,0.9058820347380634,0.00011215675981430836
1.0001158449713738,3.8056945565005506e+24,0.9041770787755862,0.00011591962318696733
1.000120129867467,3.539312602609371e+24,0.9023011755163701,0.00012020041507230328
1.00012441476356,3.299948257554874e+24,0.9004909401267333,0.0001244852742421238
1.000128699659653,3.0840661311475454e+24,0.8987419160111503,0.00012877145277255493
1.000132984555746,2.8886982875573515e+24,0.8970501511469835,0.00013305814813649875
1.0001372694518391,2.7113215173035233e+24,0.8954119779215894,0.00013734239287281855
1.0001420580175184,2.5317707938432205e+24,0.8936407401885132,0.00014211929873061936
1.0001468465831977,2.3694555814693326e+24,0.8919278849804726,0.000147015181185747
1.0001475934820714,2.3455654449007502e+24,0.8916659182990692,0.00014776365789513068
1.000148340380945,2.3220292331048231e+24,0.891405210242788,0.00014847751631845657
1.0001490872798187,2.2988407313832027e+24,0.8911457565059259,0.00014920889892390234
1.0001498341786923,2.275997843076446e+24,0.8908875981453415,0.00014995069933609594
1.0001513279764394,2.231318359366695e+24,0.8903750771175536,0.00015142993338535733
1.0001528217741864,2.1879392411796336e+24,0.8898675576633627,0.000152917562087318
1.0001543155719335,2.145811953129047e+24,0.8893649599006169,0.00015441612921633275
1.0001565135341335,2.0860125511513966e+24,0.8886343165359927,0.00015663182923674577
1.0001587114963335,2.0286840837798567e+24,0.8879139260689957,0.0001588372681784298
1.0001609094585335,1.9736864262573057e+24,0.8872034301581438,0.0001610333004715903
1.0001631074207336,1.9208943487332095e+24,0.8865025528768322,0.00016322450238076636
1.000166766190244,1.8375987672333487e+24,0.8853565474733271,0.00016687553159285763
1.0001704249597545,1.759606705677777e+24,0.8842354056273243,0.00017053590421193404
1.000174083729265,1.6864766639211006e+24,0.8831380621390554,0.00017419511971853078
1.0001777424987754,1.6178124391581476e+24,0.882063522723416,0.00017783292820228289
1.0001846359681135,1.4993506917757546e+24,0.88009774163804,0.00018467456948781543
1.0001915294374515,1.393424316823075e+24,0.8782036934821423,0.00019155086809211481
1.0001984229067895,1.2983334287479422e+24,0.8763764726585337,0.00019844523444750904
1.0002053163761275,1.2126580649886618e+24,0.8746117084923629,0.00020535229595756798
1.0002122098454655,1.135196201624826e+24,0.8729053047317042,0.00021224671469588226
1.0002200452349235,1.0558349391330564e+24,0.871031788782099,0.00022007462605901106
1.0002278806243814,9.845133530486096e+23,0.8692237780331665,0.00022791053958478232
1.0002357160138393,9.201808381305186e+23,0.8674768386118126,0.00023574827293636682
1.0002435514032972,8.619544660241771e+23,0.86578701643396,0.0002435872736702778
1.0002513867927552,8.090846659072656e+23,0.8641506771120798,0.0002514137695122082
1.0002608577127412,7.514291450532846e+23,0.8622395993723058,0.0002608651689091512
1.0002703286327272,6.997200637303716e+23,0.8603965116390423,0.00027037661171728594
1.0002776322819302,6.634089550410407e+23,0.8590189449131223,0.00027780711970587827
1.0002788403416523,6.576769700887347e+23,0.858794616623742,0.0002789978600954783
1.0002800484013743,6.520176549072716e+23,0.8585712059682624,0.0002801732204523069
1.0002812564610963,6.464310606485175e+23,0.8583487559976062,0.00028138455534398594
1.0002824645208184,6.40916101680862e+23,0.858127264731528,0.00028259474672375314
1.0002836725805404,6.354713597559204e+23,0.8579067159068203,0.00028379974465569523
1.0002860886999845,6.247879952536934e+23,0.857468421566216,0.00028621221349015713
1.0002885048194285,6.143717476766348e+23,0.8570338097091843,0.0002886282697694963
1.0002909209388726,6.042138644949678e+23,0.8566028223122198,0.0002910451284051145
1.0002933370583167,5.943058482895052e+23,0.8561753984505462,0.0002934483533147651
1.0003019913708806,5.607475265992463e+23,0.8546728524936335,0.00030206569985841554
1.0003106456834445,5.29955138167864e+23,0.8532128292585505,0.00031073491900240066
1.0003192999960084,5.016317679411955e+23,0.8517929362639668,0.0003193941499322032
1.0003279543085724,4.7551967057663805e+23,0.8504109916652537,0.00032799851363120243
1.0003421690682748,4.368490044781373e+23,0.8482182932631968,0.00034208840219180454
1.0003563838279772,4.027019512348076e+23,0.8461142572455777,0.000356296446610273
1.0003681681768948,3.7734000111149025e+23,0.8444326478214498,0.000368132109211281
1.0003799525258124,3.5430280583938745e+23,0.8428041715861556,0.00037994912177472933
1.00039173687473,3.3331375444628676e+23,0.841225511008549,0.0003917483889674395
1.0004035212236475,3.141360712753744e+23,0.8396936321435178,0.0004035335697997203
1.000415305572565,2.965668531737048e+23,0.8382058147387247,0.0004152540230575723
1.0004330030495894,2.7282529767662993e+23,0.8360487811276572,0.00043285494173908
1.0004507005266137,2.5182409146918593e+23,0.8339780937685828,0.0004505545532660337
