   1.7047525e+00   2.1037682e+04
   1.7060545e+00   2.1734239e+04
   1.7073584e+00   2.2438487e+04
   1.7086644e+00   2.2943569e+04
   1.7099723e+00   2.3614031e+04
   1.7112823e+00   2.4212295e+04
   1.7125942e+00   2.4853357e+04
   1.7139082e+00   2.5267878e+04
   1.7152242e+00   2.6030171e+04
   1.7165422e+00   2.6438518e+04
   1.7178622e+00   2.6662081e+04
   1.7191843e+00   2.7002809e+04
   1.7205084e+00   2.7624515e+04
   1.7218345e+00   2.7697266e+04
   1.7231627e+00   2.8004627e+04
   1.7244930e+00   2.8405015e+04
   1.7258253e+00   2.8769372e+04
   1.7271596e+00   2.9144518e+04
   1.7284961e+00   2.9432622e+04
   1.7298346e+00   2.9800146e+04
   1.7311751e+00   2.9769590e+04
   1.7325178e+00   3.0167947e+04
   1.7338625e+00   3.0401987e+04
   1.7352093e+00   3.0369255e+04
   1.7365583e+00   3.0881564e+04
   1.7379093e+00   3.1023833e+04
   1.7392624e+00   3.1773705e+04
   1.7406176e+00   3.1631943e+04
   1.7419750e+00   3.2423525e+04
   1.7433344e+00   3.2621760e+04
   1.7446960e+00   3.2414240e+04
   1.7460597e+00   3.2822028e+04
   1.7474256e+00   3.3389600e+04
   1.7487935e+00   3.3595736e+04
   1.7501637e+00   3.3349442e+04
   1.7515359e+00   3.4223953e+04
   1.7529104e+00   3.4008130e+04
   1.7542870e+00   3.4308990e+04
   1.7556657e+00   3.5093525e+04
   1.7570466e+00   3.5076884e+04
   1.7584297e+00   3.5389407e+04
   1.7598150e+00   3.5584685e+04
   1.7612025e+00   3.5444327e+04
   1.7625921e+00   3.6225052e+04
   1.7639840e+00   3.4904512e+04
   1.7653780e+00   3.6152726e+04
   1.7667742e+00   3.5738572e+04
   1.7681727e+00   3.6735697e+04
   1.7695734e+00   3.7115169e+04
   1.7709763e+00   3.6296507e+04
   1.7723814e+00   3.6108913e+04
   1.7737887e+00   3.7295635e+04
   1.7751983e+00   3.7336109e+04
   1.7766102e+00   3.6774934e+04
   1.7780242e+00   3.7724070e+04
   1.7794406e+00   3.6616667e+04
   1.7808592e+00   3.7942436e+04
   1.7822800e+00   3.8833920e+04
   1.7837031e+00   3.8232850e+04
   1.7851285e+00   3.8264962e+04
   1.7865562e+00   3.8759899e+04
   1.7879862e+00   3.9594193e+04
   1.7894184e+00   3.9565367e+04
   1.7908530e+00   4.0105002e+04
   1.7922898e+00   4.0046333e+04
   1.7937290e+00   4.1488343e+04
   1.7951705e+00   3.9568351e+04
   1.7966143e+00   4.1316045e+04
   1.7980604e+00   4.1313986e+04
   1.7995088e+00   3.9723857e+04
