time_s,PL_norm,QFLS_eV,tau_diff_s
1e-11,1,1.48975439667579,3.481285332398e-09
1.04138789330504e-11,0.999762254631444,1.48974826211602,3.51383414136296e-09
1.08448874432232e-11,0.999519223564927,1.48974198966103,3.57184357199496e-09
1.12937344876285e-11,0.999269831205416,1.48973555143995,3.61896336767389e-09
1.17611583656179e-11,0.999013223104792,1.48972892526253,3.65811396992021e-09
1.22479279331978e-11,0.998748662066659,1.48972209194082,3.69262540489364e-09
1.27548438677049e-11,0.99847569884583,1.48971503970245,3.72435010127171e-09
1.3282739984824e-11,0.998193810877054,1.48970775486176,3.75329009373856e-09
1.38324846101145e-11,0.997902500832251,1.48970022436419,3.78119864362799e-09
1.44049820073016e-11,0.997601468216479,1.48969244022378,3.8086114636043e-09
1.50011738656809e-11,0.997290267135066,1.4896843906762,3.83493301253724e-09
1.56220408490841e-11,0.996968469181449,1.48967606438722,3.86079039640298e-09
1.6268604208953e-11,0.996635695941712,1.48966745129359,3.88616558638674e-09
1.69419274641751e-11,0.996291483867062,1.48965853910482,3.91118538893426e-09
1.76431181504442e-11,0.995935443607541,1.48964931742564,3.93604798287542e-09
1.8373329642023e-11,0.995567115001862,1.48963977400015,3.96015846823124e-09
1.91337630489055e-11,0.995185964804279,1.48962989464815,3.98402986357031e-09
1.99256691924976e-11,0.994791590598738,1.48961966854825,4.00870370890128e-09
2.07503506630683e-11,0.994383632273029,1.48960908594614,4.03409250137796e-09
2.16091639623535e-11,0.993961650411629,1.48959813499886,4.05903023626321e-09
2.25035217348387e-11,0.9935250174024,1.48958679894111,4.0833420481109e-09
2.34348950913879e-11,0.993073213655343,1.4895750637682,4.10838009119787e-09
2.44048160290451e-11,0.992605867040274,1.48956291926508,4.13431162907744e-09
2.54148799509844e-11,0.992122473252692,1.48955035174165,4.15942305165224e-09
2.64667482907563e-11,0.99162223456256,1.48953733982693,4.18460276530211e-09
2.75621512451456e-11,0.991104807568517,1.48952387391209,4.21108577694299e-09
2.87028906201371e-11,0.99056966450613,1.48950993954341,4.23708487170603e-09
2.98908427946697e-11,0.990015988502683,1.48949551467748,4.26320900042983e-09
3.11279618070533e-11,0.9894433598805,1.48948058755217,4.29004977369778e-09
3.24162825691271e-11,0.988851081498504,1.48946513911094,4.31592943653597e-09
3.37579242134442e-11,0.988238236468981,1.48944914448477,4.34251847926422e-09
3.51550935789901e-11,0.987604538111383,1.48943259517387,4.37094803701002e-09
3.66100888411661e-11,0.986949372043496,1.48941547405594,4.40010766918536e-09
3.81253032920124e-11,0.986272110102096,1.48939776356684,4.43001318646576e-09
3.97032292768848e-11,0.985572110913343,1.48937944571025,4.45835993726221e-09
4.13464622940621e-11,0.984847978761657,1.4893604826369,4.48683940222066e-09
4.30577052640297e-11,0.98409953424791,1.48934086822944,4.51770489755879e-09
4.48397729754573e-11,0.983326090483306,1.48932058298979,4.54942587444304e-09
4.66955967151881e-11,0.982526946335974,1.48929960693537,4.58072279806303e-09
4.86282290898516e-11,0.981700928417074,1.48927790755534,4.61167021136993e-09
5.06408490470355e-11,0.98084729350883,1.4892554634882,4.64408549266554e-09
5.27367671042712e-11,0.979965478259335,1.48923225797333,4.67797329999221e-09
5.49194307944356e-11,0.979054722641708,1.4892082689439,4.7111811272306e-09
5.71924303365294e-11,0.978113599056691,1.48918345657585,4.74470232010176e-09
5.95595045411537e-11,0.977141664246855,1.48915780680967,4.78020301438067e-09
6.20245469604044e-11,0.976138124584972,1.48913129619332,4.81451553615816e-09
6.45916122922952e-11,0.975101190444229,1.48910387474569,4.84869160296414e-09
6.72649230502494e-11,0.974030419359191,1.48907552786892,4.8855619116926e-09
7.00488765086253e-11,0.972925209352452,1.48904623657864,4.92417839639076e-09
7.29480519357024e-11,0.971784701937635,1.48901597489848,4.9640040027354e-09
7.59672181260279e-11,0.970608029874339,1.4889847163971,5.00467166783727e-09
7.91113412445088e-11,0.969394127396259,1.48895242912576,5.04327987343939e-09
8.23855929951557e-11,0.968140665480929,1.48891904719936,5.08259162372464e-09
8.57953591279118e-11,0.966847814557455,1.48888457096435,5.12546692401965e-09
8.93462482975656e-11,0.965514660840726,1.48884897166889,5.1697433912181e-09
9.30441012893115e-11,0.964140286421424,1.48881222015944,5.21383141279569e-09
9.6895000626137e-11,0.962722898613713,1.48877426353406,5.25712496183017e-09
1.00905280573844e-10,0.96126116241117,1.48873506071316,5.30240751192631e-09
1.05081537560149e-10,0.959754733379627,1.48869459683458,5.35037280923227e-09
1.09430641025019e-10,0.958202663923939,1.48865284053618,5.39821606093476e-09
1.13959744720065e-10,0.956602987449897,1.48860973259716,5.44593293394228e-09
1.18676298475609e-10,0.954954665731602,1.48856523829608,5.49596754553906e-09
1.23588060454755e-10,0.953257131189523,1.48851933521257,5.54704285384508e-09
1.28703109914634e-10,0.951508554549612,1.48847196635211,5.59624422881567e-09
1.34029860495808e-10,0.94970647443049,1.48842305691232,5.64757998888359e-09
1.39577074061698e-10,0.947851493015701,1.48837261467386,5.7033319261337e-09
1.45353875110794e-10,0.945942651724921,1.48832060466831,5.76108927745145e-09
1.51369765785354e-10,0.943979006123746,1.48826699178491,5.82091957477546e-09
1.57634641501287e-10,0.941959629423107,1.48821174084747,5.87821288706456e-09
1.64158807224922e-10,0.939880359487186,1.48815472730063,5.93528142711971e-09
1.7095299442343e-10,0.937741719246608,1.48809595408669,5.99745575642959e-09
1.78028378716804e-10,0.935543307691165,1.48803539838549,6.06269042631841e-09
1.85396598260405e-10,0.933284241671389,1.48797302352194,6.12863959077603e-09
1.93069772888325e-10,0.930962390320841,1.48790875756615,6.19275928264078e-09
2.01060524049056e-10,0.928574877147488,1.48784250681141,6.2592281770832e-09
2.09381995566254e-10,0.926122637707499,1.48777428240941,6.33068808068213e-09
2.18047875258747e-10,0.923604871993905,1.48770404677179,6.40246803404848e-09
2.27072417455348e-10,0.921018882491431,1.4876317083638,6.47375144801477e-09
2.36470466441508e-10,0.918363130454636,1.48755720676524,6.54843088849767e-09
2.46257480876383e-10,0.915638009007059,1.48748053485531,6.62556212402091e-09
2.56449559220463e-10,0.912841230538853,1.48740160922226,6.69966831373769e-09
2.67063466215606e-10,0.90996856096222,1.48732028978149,6.77691075935511e-09
2.78116660461013e-10,0.907022791275067,1.48723663399037,6.86148579989203e-09
2.89627323130528e-10,0.904003372545522,1.48715060422784,6.94951622019477e-09
3.0161438787848e-10,0.900909826773759,1.48706216389831,7.03969646118414e-09
3.1409757198326e-10,0.897740468621702,1.4869712406931,7.12541611325613e-09
3.27097408779876e-10,0.894488870196165,1.48687762395599,7.21343614192788e-09
3.40635281434814e-10,0.891159265672399,1.48678140802795,7.31044690966648e-09
3.54733458118772e-10,0.887751409915809,1.48668255788636,7.41157089409296e-09
3.69415128635121e-10,0.884265155440064,1.48658104023322,7.50863708091954e-09
3.8470444256434e-10,0.880692641844237,1.4864765947028,7.60648173526038e-09
4.0062654898717e-10,0.877038099666301,1.48636931169088,7.71367227136752e-09
4.17207637851818e-10,0.873301857490427,1.48625916715107,7.82349332806804e-09
4.34474983053278e-10,0.869481808300095,1.48614606369608,7.93154133185654e-09
4.52456987295597e-10,0.865573997726529,1.48602984647364,8.04356334289766e-09
4.7118322881091e-10,0.861581843310595,1.48591057782988,8.16177619226605e-09
4.90684510012061e-10,0.857503633375019,1.48578816621609,8.2748189045438e-09
5.10992908158878e-10,0.853331556910769,1.48566233318815,8.39199894885552e-09
5.32141828121393e-10,0.849073041689947,1.48553325703087,8.52173732488296e-09
5.54166057326831e-10,0.844728852398377,1.48540091530913,8.65751894008538e-09
5.7710182298075e-10,0.840299914291065,1.4852652892966,8.79254574047359e-09
6.00986851656423e-10,0.835780133312384,1.48512614244371,8.92388952934425e-09
6.25860431350514e-10,0.831167393254046,1.48498335570883,9.06373040265232e-09
6.51763476107097e-10,0.826468021896895,1.48483707009654,9.21547419462082e-09
6.78738593316341e-10,0.821683480092354,1.48468727619086,9.36665198254941e-09
7.06830153798536e-10,0.816807294683657,1.4845337129766,9.51549677785005e-09
7.36084364788736e-10,0.811839067464539,1.48437630537378,9.67407046481844e-09
7.66549345942122e-10,0.806784794159038,1.48421518001513,9.84245588951034e-09
7.98275208485025e-10,0.801644198285383,1.48405026403097,1.00073155931903e-08
8.31314137641867e-10,0.796409474987964,1.48388123798836,1.01771785130294e-08
8.65720478473561e-10,0.791089135602526,1.48370830521331,1.03608353042975e-08
9.01550825268615e-10,0.78568453464226,1.4835314386744,1.0545975567877e-08
9.3886411463391e-10,0.780191392882282,1.48335042351696,1.07334982308243e-08
9.77721722438311e-10,0.774611985123104,1.48316525626029,1.09278232372326e-08
1.01818756476861e-09,0.768946626969193,1.4829758667605,1.11270051090976e-08
1.06032820306377e-09,0.763195567605488,1.48278217973984,1.13343677983592e-08
1.10421295360051e-09,0.757362494807902,1.48258423397227,1.15488346576644e-08
1.14991400151017e-09,0.751446529363133,1.48238191189145,1.17672419914059e-08
1.19750651951465e-09,0.745448095371374,1.48217513658099,1.19919269749972e-08
1.24706879157642e-09,0.739368681469505,1.48196386505228,1.22260312589383e-08
1.29868234166623e-09,0.733211809258873,1.48174812373337,1.24676718943477e-08
1.35243206786026e-09,0.726977008869423,1.48152779766919,1.27146568819439e-08
1.40840638198718e-09,0.720665553398926,1.48130282972873,1.29717973721987e-08
1.46669735505501e-09,0.714281653641859,1.48107326630009,1.32381446104974e-08
1.52740086869681e-09,0.707825537579632,1.48083900978305,1.3511629003347e-08
1.59061677288446e-09,0.701299277740562,1.48060002639997,1.37957369000146e-08
1.65644905016982e-09,0.694706346375154,1.4803563326914,1.40897001694409e-08
1.72500598672349e-09,0.68804792292921,1.48010785954399,1.43959018921281e-08
1.79640035045256e-09,0.681329488215605,1.47985469777136,1.47145593785922e-08
1.87074957649023e-09,0.674552191719044,1.4795967759948,1.50413766065955e-08
1.94817596036247e-09,0.667717339442586,1.47933402591557,1.53772328148511e-08
2.0288068591494e-09,0.6608267743797,1.47906639735754,1.57244641109583e-08
2.11277490097242e-09,0.653883723969754,1.47879389270177,1.60911143010299e-08
2.20021820315144e-09,0.646896715943745,1.47851672595598,1.64722323973781e-08
2.29128059939129e-09,0.639864231229571,1.4782347156688,1.68607336782619e-08
2.38611187637081e-09,0.632788448651046,1.47794782345617,1.72643585294591e-08
2.48486802012394e-09,0.625674184729314,1.47765611838743,1.76913322243347e-08
2.58771147261794e-09,0.618529808683562,1.47735982143154,1.8136187536754e-08
2.69481139895089e-09,0.611355050836919,1.47705879999703,1.85927650787164e-08
2.80634396560789e-09,0.604152933882251,1.4767530565641,1.90755679290928e-08
2.92249263023373e-09,0.596933899460838,1.47644291523921,1.95831007528799e-08
3.04344844339861e-09,0.589698951330266,1.47612830406917,2.01079757568372e-08
3.16941036285339e-09,0.582452246982658,1.47580928830643,2.06620369209766e-08
3.30058558079106e-09,0.575202607600236,1.47548614684429,2.12451260836689e-08
3.43718986465301e-09,0.567952985992876,1.47515890749728,2.18571821063395e-08
3.57944791204045e-09,0.560710971797342,1.47482781420916,2.25076789524099e-08
3.72759372031494e-09,0.553484514841486,1.47449314187196,2.31907740126438e-08
3.88187097149589e-09,0.546275947137758,1.47415491601873,2.390313602158e-08
4.04253343308811e-09,0.539089952612839,1.47381327755774,2.46561515494274e-08
4.20984537549882e-09,0.531934512839646,1.4734685364265,2.54662450396893e-08
4.3840820067307e-09,0.524821819965944,1.47312122789072,2.63252994628069e-08
4.56552992506582e-09,0.517752912273838,1.47277136210627,2.72236210925273e-08
4.75448759048544e-09,0.510732894061582,1.47241915640446,2.81924009126042e-08
4.9512658156006e-09,0.503776942557427,1.4720653572501,2.92377643940218e-08
5.1561882769016e-09,0.49688993026406,1.47171021863686,3.03446888461535e-08
5.36959204716672e-09,0.490076728748755,1.47135400925578,3.15366735717217e-08
5.59182814990646e-09,0.483349997564913,1.47099742889397,3.2829198249306e-08
5.82326213675492e-09,0.476717351646457,1.47064094351336,3.42151975648927e-08
6.06427468875822e-09,0.470184345936196,1.47028493143261,3.57186833600331e-08
6.31526224254904e-09,0.463763696309795,1.46993018927858,3.73518024835796e-08
6.57663764243703e-09,0.457460434908167,1.46957712279549,3.91242983247592e-08
6.84883081948814e-09,0.451285233833505,1.46922647982566,4.10649359299186e-08
7.13228949870942e-09,0.445246602837424,1.46887892042078,4.31692270205455e-08
7.42747993550268e-09,0.43934772312474,1.4685348229106,4.54409625096083e-08
7.73488768259861e-09,0.433592887558343,1.46819464648442,4.79485029219348e-08
8.05501838873249e-09,0.42799677540317,1.46785949454343,5.07101109380196e-08
8.38839863037554e-09,0.422560090320087,1.46752966736523,5.3696721374305e-08
8.73557677788968e-09,0.417284161707349,1.46720551024082,5.69832444060993e-08
9.09712389753099e-09,0.412178619098956,1.46688789583807,6.06289540775256e-08
9.47363469078479e-09,0.407247341008651,1.46657736501079,6.46117770517755e-08
9.86572847257794e-09,0.402488017802856,1.46627407591418,6.90047118743027e-08
1.02740501899775e-08,0.397908410040852,1.46597883429257,7.38738948377164e-08
1.0699271483051e-08,0.393506930891956,1.46569185645174,7.92082784056035e-08
1.11420917896332e-08,0.389281955282907,1.46541335114556,8.51081192523855e-08
1.16032394958175e-08,0.385235897037617,1.46514379182679,9.160502420036e-08
1.20834731340633e-08,0.381362684951761,1.46488308244254,9.88342570313329e-08
1.25835826308902e-08,0.377668845669963,1.4646319682214,1.06810309925439e-07
1.31043906062127e-08,0.374141621189309,1.46438987779217,1.1537740036489e-07
1.36467537264503e-08,0.370772360453135,1.46415648837563,1.24676795566235e-07
1.42115641136408e-08,0.367555266804421,1.46393165176283,1.35020584166402e-07
1.4799750812874e-08,0.364493768903176,1.46371585445283,1.46235624061071e-07
1.54122813204584e-08,0.361568681777907,1.46350797245576,1.57934196696335e-07
1.60501631753369e-08,0.358767611464246,1.46330732179016,1.70811876463543e-07
1.67144456163663e-08,0.356097741995056,1.46311460591088,1.84697270484846e-07
1.74062213081894e-08,0.353537916699375,1.46292847158045,1.98889573915592e-07
1.81266281385367e-08,0.351076651562812,1.4627482286458,2.14112877803749e-07
1.88768510899147e-08,0.348714586055514,1.46257405806962,2.30044971497899e-07
1.96581241887593e-08,0.346433134713078,1.46240470800426,2.46171033904161e-07
2.04717325352609e-08,0.344225262404908,1.46223975438947,2.6281844669768e-07
2.13190144171996e-08,0.342082096907963,1.46207862002655,2.79615328947071e-07
2.22013635112674e-08,0.339992912696358,1.46192056960551,2.96826750056674e-07
2.31202311754982e-08,0.337955514291835,1.46176549870339,3.13657090758845e-07
2.40771288365777e-08,0.335950611891934,1.46161198582521,3.28819131513233e-07
2.50736304759578e-08,0.333963923191124,1.46145896117487,3.44093257672631e-07
2.61113752188668e-08,0.332001787288611,1.46130693156743,3.59105010723119e-07
2.71920700304732e-08,0.330046822984118,1.46115456140948,3.71686815878533e-07
